top,bottom,outer,styleTop,styleBottom,styleOuter,styleUser,userLike
shirt,legging,coat,casual,streetwear,streetwear,streetwear,1
t-shirt,shorts,blazer,formal,vintage,vintage,sporty,0
dress,none,blazer,streetwear,streetwear,casual,streetwear,1
t-shirt,jeans,jacket,casual,casual,streetwear,casual,1
shirt,jogger,blazer,casual,casual,vintage,casual,1
shirt,skirt,coat,sporty,streetwear,streetwear,streetwear,1
t-shirt,jeans,blazer,casual,vintage,vintage,casual,0
t-shirt,legging,coat,streetwear,streetwear,casual,casual,0
shirt,skirt,blazer,streetwear,formal,streetwear,streetwear,1
dress,none,coat,casual,sporty,casual,casual,1
t-shirt,skirt,jacket,casual,casual,vintage,streetwear,0
t-shirt,legging,jacket,streetwear,sporty,sporty,sporty,1
t-shirt,jogger,hoodie,vintage,vintage,formal,casual,0
shirt,jogger,sweater,casual,casual,streetwear,formal,0
t-shirt,trousers,sweater,sporty,streetwear,streetwear,streetwear,1
shirt,cargo,sweater,vintage,vintage,streetwear,vintage,1
dress,none,sweater,sporty,streetwear,streetwear,formal,0
t-shirt,cargo,hoodie,formal,vintage,vintage,vintage,1
t-shirt,jeans,jacket,sporty,formal,streetwear,streetwear,0
shirt,jogger,coat,vintage,vintage,sporty,formal,0
shirt,jogger,blazer,vintage,vintage,vintage,vintage,1
dress,none,coat,streetwear,streetwear,sporty,streetwear,1
shirt,trousers,blazer,vintage,casual,vintage,vintage,1
t-shirt,jeans,blazer,vintage,streetwear,vintage,vintage,1
t-shirt,skirt,blazer,casual,vintage,sporty,vintage,0
shirt,cargo,coat,vintage,streetwear,vintage,sporty,0
t-shirt,cargo,jacket,formal,vintage,vintage,vintage,1
t-shirt,jogger,jacket,streetwear,formal,streetwear,vintage,0
shirt,cargo,sweater,casual,vintage,vintage,vintage,1
shirt,legging,coat,sporty,streetwear,sporty,formal,0
shirt,skirt,coat,streetwear,casual,streetwear,sporty,0
shirt,jeans,coat,formal,casual,formal,casual,0
shirt,cargo,blazer,formal,sporty,formal,formal,1
dress,none,blazer,sporty,streetwear,sporty,sporty,1
dress,none,jacket,formal,sporty,streetwear,sporty,0
t-shirt,trousers,coat,vintage,casual,casual,vintage,0
shirt,cargo,blazer,streetwear,streetwear,vintage,formal,0
t-shirt,cargo,jacket,vintage,formal,casual,formal,0
t-shirt,cargo,hoodie,vintage,sporty,formal,vintage,0
dress,none,sweater,casual,casual,vintage,casual,1
t-shirt,skirt,coat,streetwear,sporty,streetwear,streetwear,1
t-shirt,jeans,coat,sporty,streetwear,sporty,formal,0
dress,none,coat,streetwear,streetwear,formal,streetwear,1
dress,none,coat,sporty,casual,casual,casual,1
dress,none,hoodie,casual,casual,sporty,streetwear,0
dress,none,hoodie,formal,vintage,vintage,vintage,1
t-shirt,jeans,hoodie,vintage,formal,vintage,sporty,0
t-shirt,trousers,hoodie,sporty,streetwear,streetwear,streetwear,1
shirt,cargo,blazer,vintage,sporty,vintage,vintage,1
shirt,shorts,coat,vintage,casual,vintage,sporty,0
shirt,jogger,jacket,vintage,casual,casual,streetwear,0
t-shirt,jogger,jacket,sporty,formal,vintage,sporty,0
shirt,trousers,jacket,streetwear,streetwear,casual,formal,0
shirt,jogger,jacket,streetwear,casual,streetwear,streetwear,1
shirt,jogger,blazer,streetwear,casual,sporty,sporty,0
t-shirt,shorts,coat,casual,vintage,casual,casual,1
shirt,jeans,sweater,streetwear,streetwear,casual,streetwear,1
t-shirt,jeans,blazer,sporty,casual,streetwear,casual,0
t-shirt,jogger,coat,sporty,formal,sporty,sporty,1
t-shirt,trousers,blazer,streetwear,sporty,formal,sporty,0
t-shirt,jogger,hoodie,vintage,formal,vintage,vintage,1
shirt,cargo,coat,casual,casual,streetwear,casual,1
t-shirt,shorts,sweater,streetwear,streetwear,sporty,casual,0
t-shirt,shorts,blazer,sporty,streetwear,streetwear,streetwear,1
shirt,shorts,sweater,streetwear,formal,casual,streetwear,0
dress,none,coat,formal,formal,formal,formal,1
t-shirt,legging,blazer,sporty,streetwear,sporty,sporty,1
t-shirt,jeans,blazer,casual,formal,formal,formal,1
shirt,jogger,jacket,streetwear,streetwear,formal,streetwear,1
t-shirt,jogger,sweater,vintage,streetwear,streetwear,streetwear,1
shirt,shorts,jacket,casual,streetwear,sporty,streetwear,0
t-shirt,jeans,sweater,formal,casual,casual,casual,1
shirt,jogger,coat,sporty,vintage,vintage,vintage,1
t-shirt,jeans,sweater,vintage,formal,formal,formal,1
t-shirt,skirt,coat,formal,vintage,formal,formal,1
t-shirt,jogger,jacket,sporty,sporty,casual,formal,0
shirt,cargo,blazer,formal,casual,formal,formal,1
shirt,cargo,hoodie,vintage,sporty,formal,formal,0
t-shirt,jeans,blazer,formal,casual,sporty,formal,0
shirt,skirt,jacket,sporty,sporty,formal,streetwear,0
t-shirt,jeans,sweater,formal,casual,casual,formal,0
shirt,jeans,hoodie,streetwear,streetwear,formal,streetwear,1
t-shirt,jogger,coat,casual,casual,streetwear,streetwear,0
dress,none,jacket,formal,formal,casual,sporty,0
t-shirt,jeans,jacket,vintage,vintage,sporty,vintage,1
t-shirt,jeans,hoodie,formal,casual,streetwear,streetwear,0
shirt,trousers,sweater,sporty,casual,casual,casual,1
shirt,jogger,hoodie,sporty,vintage,vintage,streetwear,0
shirt,trousers,sweater,streetwear,sporty,streetwear,casual,0
shirt,shorts,hoodie,streetwear,formal,casual,streetwear,0
dress,none,jacket,casual,vintage,streetwear,streetwear,0
t-shirt,jeans,blazer,formal,casual,casual,streetwear,0
shirt,jeans,jacket,formal,casual,formal,streetwear,0
shirt,skirt,blazer,vintage,sporty,sporty,sporty,1
t-shirt,jeans,jacket,streetwear,casual,streetwear,streetwear,1
t-shirt,jogger,blazer,formal,formal,vintage,formal,1
t-shirt,trousers,coat,vintage,sporty,vintage,vintage,1
t-shirt,skirt,coat,vintage,sporty,vintage,vintage,1
t-shirt,skirt,sweater,formal,formal,streetwear,formal,1
t-shirt,skirt,jacket,streetwear,casual,casual,casual,1
shirt,cargo,hoodie,casual,casual,streetwear,casual,1
t-shirt,shorts,coat,vintage,streetwear,streetwear,streetwear,1
t-shirt,legging,hoodie,sporty,casual,formal,formal,0
t-shirt,jeans,coat,vintage,vintage,streetwear,vintage,1
t-shirt,jogger,blazer,casual,streetwear,streetwear,casual,0
t-shirt,cargo,coat,sporty,sporty,vintage,sporty,1
shirt,trousers,blazer,streetwear,casual,casual,casual,1
t-shirt,trousers,sweater,vintage,casual,formal,vintage,0
shirt,trousers,sweater,streetwear,formal,streetwear,streetwear,1
t-shirt,cargo,jacket,casual,sporty,formal,formal,0
t-shirt,shorts,coat,vintage,sporty,streetwear,vintage,0
t-shirt,jeans,coat,casual,formal,formal,formal,1
shirt,jeans,coat,casual,casual,vintage,casual,1
shirt,skirt,sweater,formal,formal,vintage,formal,1
shirt,trousers,jacket,sporty,formal,sporty,streetwear,0
dress,none,hoodie,streetwear,streetwear,vintage,streetwear,1
shirt,legging,jacket,casual,sporty,casual,casual,1
t-shirt,skirt,sweater,sporty,formal,vintage,formal,0
shirt,jeans,coat,vintage,streetwear,streetwear,streetwear,1
shirt,trousers,blazer,streetwear,sporty,sporty,sporty,1
t-shirt,jeans,blazer,casual,streetwear,streetwear,streetwear,1
shirt,jogger,blazer,casual,sporty,sporty,streetwear,0
t-shirt,jeans,sweater,casual,formal,casual,casual,1
shirt,cargo,jacket,sporty,vintage,vintage,vintage,1
shirt,jogger,coat,streetwear,formal,streetwear,streetwear,1
t-shirt,legging,hoodie,sporty,vintage,sporty,formal,0
t-shirt,trousers,coat,casual,formal,sporty,casual,0
t-shirt,cargo,sweater,formal,casual,formal,formal,1
t-shirt,cargo,coat,vintage,streetwear,streetwear,streetwear,1
shirt,trousers,jacket,formal,formal,formal,formal,1
t-shirt,skirt,sweater,streetwear,streetwear,formal,streetwear,1
shirt,trousers,jacket,sporty,sporty,streetwear,sporty,1
shirt,jeans,sweater,streetwear,vintage,vintage,vintage,1
shirt,skirt,blazer,casual,casual,streetwear,sporty,0
shirt,skirt,jacket,vintage,casual,vintage,vintage,1
t-shirt,skirt,hoodie,formal,formal,streetwear,formal,1
shirt,shorts,jacket,streetwear,formal,streetwear,streetwear,1
t-shirt,skirt,jacket,formal,casual,formal,formal,1
shirt,shorts,hoodie,sporty,sporty,casual,sporty,1
shirt,shorts,coat,vintage,casual,casual,casual,1
dress,none,blazer,formal,formal,casual,formal,1
shirt,skirt,jacket,sporty,sporty,vintage,sporty,1
t-shirt,jogger,blazer,vintage,sporty,sporty,vintage,0
t-shirt,skirt,jacket,sporty,streetwear,sporty,formal,0
t-shirt,skirt,sweater,casual,casual,vintage,casual,1
shirt,skirt,blazer,sporty,sporty,formal,sporty,1
t-shirt,trousers,hoodie,formal,vintage,formal,formal,1
shirt,legging,hoodie,casual,casual,streetwear,sporty,0
shirt,cargo,jacket,sporty,casual,casual,sporty,0
shirt,trousers,blazer,sporty,formal,casual,formal,0
shirt,skirt,jacket,formal,sporty,sporty,streetwear,0
shirt,jogger,blazer,formal,sporty,sporty,sporty,1
t-shirt,cargo,coat,formal,vintage,streetwear,streetwear,0
t-shirt,cargo,hoodie,streetwear,vintage,vintage,streetwear,0
shirt,skirt,jacket,vintage,vintage,vintage,formal,0
t-shirt,jeans,jacket,streetwear,formal,casual,formal,0
shirt,jogger,coat,streetwear,casual,casual,casual,1
dress,none,sweater,streetwear,formal,streetwear,streetwear,1
t-shirt,jogger,sweater,formal,sporty,formal,formal,1
t-shirt,cargo,sweater,casual,vintage,formal,vintage,0
shirt,legging,jacket,formal,formal,formal,formal,1
shirt,cargo,jacket,formal,casual,formal,formal,1
shirt,jogger,coat,casual,sporty,vintage,casual,0
dress,none,coat,casual,formal,formal,formal,1
t-shirt,legging,hoodie,formal,casual,streetwear,formal,0
t-shirt,skirt,blazer,streetwear,vintage,casual,streetwear,0
t-shirt,legging,sweater,casual,streetwear,formal,formal,0
shirt,jogger,blazer,streetwear,casual,casual,casual,1
t-shirt,shorts,hoodie,streetwear,formal,streetwear,streetwear,1
shirt,jeans,coat,casual,casual,sporty,casual,1
shirt,trousers,blazer,casual,casual,casual,formal,0
shirt,legging,jacket,sporty,sporty,vintage,sporty,1
shirt,trousers,hoodie,streetwear,formal,formal,casual,0
shirt,jeans,coat,streetwear,streetwear,sporty,streetwear,1
dress,none,jacket,sporty,streetwear,sporty,sporty,1
shirt,shorts,hoodie,sporty,formal,sporty,sporty,1
t-shirt,shorts,jacket,formal,sporty,sporty,casual,0
t-shirt,skirt,sweater,streetwear,sporty,streetwear,streetwear,1
shirt,trousers,coat,vintage,streetwear,vintage,vintage,1
t-shirt,cargo,sweater,sporty,sporty,streetwear,sporty,1
shirt,jeans,coat,vintage,casual,vintage,vintage,1
t-shirt,skirt,sweater,vintage,vintage,streetwear,casual,0
shirt,jeans,hoodie,casual,vintage,vintage,vintage,1
t-shirt,skirt,blazer,streetwear,streetwear,vintage,sporty,0
t-shirt,jogger,blazer,vintage,casual,casual,casual,1
t-shirt,legging,jacket,sporty,streetwear,streetwear,streetwear,1
shirt,legging,blazer,streetwear,streetwear,casual,streetwear,1
shirt,trousers,hoodie,streetwear,formal,casual,casual,0
dress,none,jacket,vintage,casual,formal,casual,0
shirt,jogger,hoodie,streetwear,sporty,casual,sporty,0
t-shirt,legging,blazer,sporty,sporty,sporty,vintage,0
t-shirt,trousers,hoodie,formal,vintage,streetwear,streetwear,0
shirt,skirt,blazer,casual,sporty,vintage,sporty,0
shirt,trousers,jacket,streetwear,formal,formal,sporty,0
shirt,skirt,blazer,vintage,sporty,sporty,vintage,0
t-shirt,jogger,blazer,streetwear,streetwear,formal,streetwear,1
t-shirt,shorts,jacket,vintage,vintage,casual,vintage,1
t-shirt,legging,blazer,casual,sporty,sporty,vintage,0
dress,none,sweater,sporty,formal,streetwear,streetwear,0
shirt,shorts,jacket,formal,formal,formal,formal,1
shirt,shorts,coat,casual,casual,vintage,casual,1
shirt,cargo,blazer,sporty,formal,streetwear,sporty,0
shirt,skirt,hoodie,vintage,vintage,casual,vintage,1
shirt,jogger,coat,vintage,vintage,sporty,casual,0
shirt,jeans,coat,sporty,formal,casual,sporty,0
dress,none,coat,vintage,formal,formal,formal,1
shirt,skirt,blazer,vintage,formal,vintage,formal,0
shirt,skirt,hoodie,formal,sporty,sporty,sporty,1
shirt,legging,sweater,formal,vintage,vintage,vintage,1
shirt,skirt,jacket,streetwear,streetwear,sporty,streetwear,1
shirt,jogger,sweater,formal,sporty,sporty,sporty,1
t-shirt,shorts,blazer,streetwear,streetwear,formal,casual,0
t-shirt,cargo,blazer,vintage,vintage,streetwear,vintage,1
shirt,skirt,coat,sporty,vintage,vintage,vintage,1
t-shirt,cargo,sweater,sporty,streetwear,sporty,formal,0
shirt,shorts,hoodie,casual,sporty,sporty,sporty,1
t-shirt,skirt,coat,formal,casual,vintage,vintage,0
t-shirt,jeans,jacket,sporty,vintage,vintage,vintage,1
t-shirt,shorts,jacket,casual,vintage,vintage,vintage,1
shirt,cargo,coat,sporty,streetwear,formal,sporty,0
shirt,jogger,blazer,streetwear,sporty,streetwear,streetwear,1
t-shirt,jeans,jacket,sporty,streetwear,sporty,sporty,1
t-shirt,cargo,jacket,streetwear,sporty,streetwear,streetwear,1
shirt,skirt,hoodie,vintage,casual,vintage,vintage,1
shirt,skirt,coat,vintage,formal,vintage,vintage,1
shirt,skirt,blazer,vintage,vintage,formal,sporty,0
t-shirt,skirt,sweater,sporty,sporty,streetwear,vintage,0
t-shirt,trousers,jacket,formal,formal,streetwear,casual,0
t-shirt,skirt,coat,sporty,formal,formal,sporty,0
shirt,skirt,blazer,formal,formal,streetwear,formal,1
t-shirt,cargo,coat,casual,vintage,vintage,sporty,0
shirt,trousers,jacket,formal,casual,vintage,formal,0
shirt,skirt,hoodie,sporty,formal,sporty,sporty,1
t-shirt,trousers,hoodie,sporty,streetwear,casual,streetwear,0
t-shirt,jogger,coat,sporty,casual,sporty,sporty,1
shirt,trousers,coat,streetwear,sporty,sporty,sporty,1
shirt,jeans,hoodie,casual,sporty,sporty,vintage,0
shirt,shorts,blazer,streetwear,streetwear,formal,streetwear,1
t-shirt,shorts,coat,casual,casual,formal,casual,1
shirt,shorts,jacket,formal,formal,vintage,formal,1
t-shirt,jogger,hoodie,formal,vintage,vintage,streetwear,0
t-shirt,shorts,blazer,streetwear,casual,streetwear,streetwear,1
shirt,skirt,sweater,sporty,casual,casual,sporty,0
shirt,cargo,blazer,vintage,formal,vintage,vintage,1
t-shirt,shorts,blazer,casual,casual,streetwear,casual,1
shirt,jogger,jacket,streetwear,sporty,sporty,formal,0
t-shirt,jeans,sweater,streetwear,vintage,vintage,vintage,1
shirt,jeans,coat,vintage,formal,sporty,vintage,0
shirt,trousers,jacket,streetwear,sporty,formal,streetwear,0
t-shirt,trousers,jacket,streetwear,casual,casual,formal,0
shirt,legging,blazer,vintage,vintage,formal,sporty,0
shirt,skirt,hoodie,vintage,formal,streetwear,formal,0
shirt,legging,sweater,casual,casual,streetwear,formal,0
t-shirt,cargo,sweater,streetwear,streetwear,vintage,streetwear,1
shirt,legging,hoodie,sporty,sporty,formal,vintage,0
shirt,jogger,hoodie,streetwear,formal,streetwear,streetwear,1
dress,none,hoodie,streetwear,vintage,vintage,vintage,1
shirt,cargo,jacket,formal,streetwear,formal,formal,1
shirt,jeans,hoodie,sporty,sporty,streetwear,formal,0
t-shirt,trousers,jacket,vintage,casual,casual,casual,1
shirt,jogger,jacket,vintage,casual,sporty,casual,0
t-shirt,trousers,blazer,casual,casual,sporty,streetwear,0
shirt,skirt,blazer,casual,formal,casual,casual,1
shirt,trousers,hoodie,formal,sporty,vintage,formal,0
t-shirt,trousers,sweater,sporty,vintage,vintage,vintage,1
t-shirt,skirt,hoodie,casual,casual,casual,formal,0
shirt,legging,blazer,formal,formal,casual,formal,1
t-shirt,shorts,sweater,streetwear,sporty,sporty,streetwear,0
shirt,cargo,coat,formal,formal,vintage,formal,1
shirt,cargo,coat,vintage,formal,formal,streetwear,0
shirt,legging,sweater,streetwear,vintage,streetwear,sporty,0
t-shirt,jogger,hoodie,casual,formal,casual,casual,1
shirt,jeans,sweater,sporty,sporty,vintage,streetwear,0
t-shirt,skirt,hoodie,casual,streetwear,casual,casual,1
t-shirt,cargo,coat,streetwear,streetwear,streetwear,streetwear,1
shirt,shorts,hoodie,casual,sporty,casual,formal,0
t-shirt,shorts,hoodie,vintage,sporty,formal,formal,0
t-shirt,skirt,blazer,sporty,formal,streetwear,streetwear,0
dress,none,hoodie,formal,formal,formal,formal,1
shirt,shorts,coat,streetwear,formal,streetwear,streetwear,1
t-shirt,jeans,coat,vintage,sporty,casual,sporty,0
shirt,legging,sweater,formal,formal,streetwear,formal,1
shirt,legging,blazer,streetwear,vintage,streetwear,streetwear,1
shirt,skirt,jacket,vintage,vintage,sporty,casual,0
t-shirt,jeans,hoodie,formal,streetwear,streetwear,streetwear,1
t-shirt,shorts,hoodie,formal,formal,streetwear,sporty,0
dress,none,hoodie,streetwear,vintage,streetwear,streetwear,1
t-shirt,jeans,hoodie,streetwear,streetwear,vintage,formal,0
shirt,cargo,coat,vintage,vintage,vintage,formal,0
shirt,legging,coat,vintage,casual,casual,casual,1
t-shirt,shorts,sweater,vintage,vintage,casual,vintage,1
t-shirt,trousers,hoodie,sporty,formal,sporty,streetwear,0
t-shirt,skirt,sweater,formal,vintage,formal,formal,1
t-shirt,legging,hoodie,casual,sporty,sporty,streetwear,0
shirt,shorts,blazer,streetwear,casual,formal,formal,0
shirt,shorts,sweater,streetwear,formal,streetwear,sporty,0
dress,none,hoodie,vintage,formal,vintage,vintage,1
shirt,cargo,jacket,streetwear,casual,sporty,sporty,0
shirt,jeans,blazer,sporty,streetwear,streetwear,formal,0
shirt,cargo,blazer,casual,streetwear,casual,casual,1
shirt,legging,coat,vintage,streetwear,streetwear,vintage,0
shirt,legging,jacket,streetwear,streetwear,streetwear,streetwear,1
t-shirt,shorts,hoodie,vintage,casual,vintage,vintage,1
shirt,trousers,hoodie,formal,casual,vintage,formal,0
t-shirt,trousers,coat,casual,vintage,vintage,vintage,1
t-shirt,jeans,coat,casual,sporty,sporty,sporty,1
shirt,trousers,sweater,sporty,formal,sporty,sporty,1
t-shirt,legging,sweater,casual,sporty,vintage,sporty,0
shirt,trousers,hoodie,formal,streetwear,sporty,sporty,0
shirt,cargo,coat,formal,streetwear,sporty,formal,0
t-shirt,skirt,jacket,streetwear,streetwear,vintage,streetwear,1
shirt,skirt,blazer,vintage,formal,sporty,sporty,0
t-shirt,skirt,blazer,sporty,sporty,sporty,sporty,1
t-shirt,cargo,blazer,vintage,formal,streetwear,formal,0
shirt,trousers,coat,streetwear,vintage,vintage,vintage,1
t-shirt,cargo,sweater,casual,casual,vintage,casual,1
t-shirt,trousers,sweater,formal,formal,casual,formal,1
shirt,cargo,sweater,casual,formal,vintage,casual,0
shirt,legging,hoodie,formal,vintage,vintage,vintage,1
t-shirt,cargo,coat,streetwear,formal,formal,vintage,0
shirt,legging,blazer,formal,streetwear,vintage,vintage,0
t-shirt,trousers,blazer,formal,streetwear,streetwear,streetwear,1
t-shirt,jeans,hoodie,casual,casual,formal,vintage,0
t-shirt,jogger,hoodie,sporty,vintage,vintage,casual,0
shirt,skirt,jacket,sporty,sporty,formal,sporty,1
shirt,legging,coat,streetwear,sporty,sporty,sporty,1
shirt,legging,sweater,streetwear,sporty,formal,formal,0
shirt,trousers,coat,vintage,sporty,vintage,vintage,1
t-shirt,shorts,blazer,casual,streetwear,streetwear,streetwear,1
t-shirt,jogger,jacket,streetwear,sporty,vintage,sporty,0
shirt,legging,sweater,vintage,vintage,streetwear,casual,0
shirt,legging,blazer,vintage,formal,vintage,vintage,1
shirt,cargo,sweater,sporty,formal,formal,formal,1
shirt,jogger,hoodie,streetwear,vintage,sporty,streetwear,0
t-shirt,shorts,jacket,formal,casual,sporty,formal,0
shirt,jeans,sweater,casual,casual,sporty,sporty,0
dress,none,sweater,streetwear,streetwear,formal,streetwear,1
shirt,legging,sweater,formal,streetwear,sporty,sporty,0
t-shirt,cargo,blazer,formal,vintage,casual,casual,0
t-shirt,jogger,blazer,streetwear,casual,streetwear,streetwear,1
t-shirt,cargo,coat,vintage,sporty,vintage,casual,0
t-shirt,jeans,coat,formal,streetwear,streetwear,streetwear,1
shirt,shorts,coat,sporty,streetwear,vintage,vintage,0
shirt,legging,blazer,sporty,casual,formal,casual,0
t-shirt,legging,hoodie,streetwear,casual,streetwear,streetwear,1
shirt,skirt,hoodie,formal,casual,casual,casual,1
shirt,jeans,coat,streetwear,formal,streetwear,streetwear,1
shirt,trousers,sweater,formal,formal,vintage,formal,1
shirt,cargo,sweater,sporty,vintage,vintage,casual,0
t-shirt,trousers,hoodie,streetwear,casual,casual,casual,1
shirt,legging,coat,casual,casual,streetwear,casual,1
t-shirt,legging,jacket,casual,vintage,casual,formal,0
t-shirt,jogger,coat,formal,streetwear,streetwear,streetwear,1
shirt,trousers,hoodie,sporty,streetwear,sporty,sporty,1
